u46,0.44547517114590174,0.9068434927759494,53
u61,0.43031376809091254,0.9088807292298491,43
u6,0.34324295601990246,0.8637615968917237,148
u16,0.33304607252269686,0.8646126446659996,120
u151,0.3030975418489843,0.8947221809415705,20
u798,0.3004792893818832,0.864980050071911,73
u102,0.2940449332024262,0.8778721085618639,34
u114,0.29127975684814705,0.8696247223157862,49
u144,0.27849818935537896,0.8852656125570932,21
u22,0.2780518365023361,0.8507336554367746,148
u218,0.2764429051803504,0.8999177698132549,13
u159,0.27588658665867477,0.8755071605412463,30
u178,0.27241482513742954,0.8744961604080161,30
u71,0.2692958955255684,0.8822885282987348,21
u37,0.2680869019467845,0.8620662242776586,54
u176,0.26561405259697896,0.878744725994448,23
u10,0.26477444538106076,0.8462643089160404,177
u359,0.26407385434528724,0.9014382813584658,11
u239,0.2621256656134227,0.8826668414211865,19
u150,0.26150053012235003,0.8627173775868411,47
u213,0.2601189850960577,0.928841859886469,6
u86,0.2572461998364382,0.8644390465086926,40
u340,0.25449116418268675,0.8915997462707864,13
u15,0.2526717444493237,0.8429468318064064,197
u243,0.25247788381400144,0.9165833415975696,7
u80,0.24878406322225713,0.8698276471446521,27
u252,0.248362209330038,0.8723252031672829,24
u25,0.24216152649552677,0.846685608198607,109
u183,0.24062559083917145,0.870881907083331,23
u147,0.24041401163705647,0.8995776232529008,9
u55,0.24040890247959704,0.8673142477668271,27
u224,0.23305142184967556,0.8717149207120527,20
u54,0.22713041045957535,0.8559350651910389,41
u139,0.22668163851927753,0.8655897551443235,24
u84,0.22641201006318135,0.854303529212317,45
u50,0.22613944392150548,0.8542323378644081,45
u91,0.2257359362909428,0.8652959562282458,24
u119,0.22445165340191175,0.8688902516141319,20
u181,0.22444227224177352,0.863265864729277,26
u17,0.2232485593929283,0.8424806156017746,111
u89,0.2226418715923053,0.8529939852115725,46
u536,0.22218771145194147,0.8693352248030897,19
u108,0.21952294660276436,0.8569115766221463,34
u283,0.2188017243192422,0.8864145509673053,10
u121,0.2177468298764231,0.8564120146395715,34
u169,0.21442298129476003,0.8617813891521313,24
u170,0.2136625090301712,0.8623977582147613,23
u374,0.21361562275338764,0.8811323951811302,11
u11,0.21347128521437203,0.835307511045939,203
